"Genus","species","Valid_binomial","Lat","Lon"
"Pterocomma","bicolor","Pterocomma bicolor",53.896,-123.601
"Pterocomma","bicolor","Pterocomma bicolor",51.491,-120.369
"Pterocomma","bicolor","Pterocomma bicolor",51.298,-117.054
"Pterocomma","bicolor","Pterocomma bicolor",49.45,-122.867
"Pterocomma","bicolor","Pterocomma bicolor",49.348,-121.707
"Pterocomma","bicolor","Pterocomma bicolor",49.348,-121.706
"Pterocomma","bicolor","Pterocomma bicolor",48.817,-124.167
"Pterocomma","bicolor","Pterocomma bicolor",53.981,-128.65
"Pterocomma","bicolor","Pterocomma bicolor",50.667,-115.917
"Pterocomma","bicolor","Pterocomma bicolor",54.964,-127.339
"Pterocomma","bicolor","Pterocomma bicolor",50.045,-119.258
"Pterocomma","bicolor","Pterocomma bicolor",53.046,-121.825
"Pterocomma","bicolor","Pterocomma bicolor",49.315,-124.554
"Pterocomma","bicolor","Pterocomma bicolor",49.183,-119.55
"Pterocomma","bicolor","Pterocomma bicolor",49.183,-119.55
"Pterocomma","bicolor","Pterocomma bicolor",49.183,-119.55
"Pterocomma","bicolor","Pterocomma bicolor",49.183,-119.55
"Pterocomma","bicolor","Pterocomma bicolor",54.517,-128.6
"Pterocomma","bicolor","Pterocomma bicolor",54.517,-128.6
"Pterocomma","bicolor","Pterocomma bicolor",54.517,-128.6
"Pterocomma","bicolor","Pterocomma bicolor",54.517,-128.6
"Pterocomma","bicolor","Pterocomma bicolor",54.488,-128.983
"Pterocomma","bicolor","Pterocomma bicolor",49.25,-123.12
"Pterocomma","bicolor","Pterocomma bicolor",49.25,-123.12
"Pterocomma","bicolor","Pterocomma bicolor",49.25,-123.12
"Pterocomma","bicolor","Pterocomma bicolor",49.25,-123.12
"Pterocomma","bicolor","Pterocomma bicolor",49.279,-123.106
"Pterocomma","bicolor","Pterocomma bicolor",49.297,-123.14
"Pterocomma","bicolor","Pterocomma bicolor",49.26,-123.25
"Pterocomma","bicolor","Pterocomma bicolor",49.26,-123.25
"Pterocomma","bicolor","Pterocomma bicolor",49.26,-123.25
"Pterocomma","bicolor","Pterocomma bicolor",49.29,-119.52
"Pterocomma","bicolor","Pterocomma bicolor",49.29,-119.52
"Pterocomma","bicolor","Pterocomma bicolor",49.367,-123.167
"Pterocomma","bicolor","Pterocomma bicolor",49.367,-123.167
"Pterocomma","bicolor","Pterocomma bicolor",54.051,-99.172
"Pterocomma","bicolor","Pterocomma bicolor",54.051,-99.172
"Pterocomma","bicolor","Pterocomma bicolor",58.768,-94.169
"Pterocomma","bicolor","Pterocomma bicolor",58.768,-94.169
"Pterocomma","bicolor","Pterocomma bicolor",51.825,-100.9
"Pterocomma","bicolor","Pterocomma bicolor",58.738,-93.819
"Pterocomma","bicolor","Pterocomma bicolor",53.717,-100.333
"Pterocomma","bicolor","Pterocomma bicolor",55.198,-98.398
"Pterocomma","bicolor","Pterocomma bicolor",45.6,-64.95
"Pterocomma","bicolor","Pterocomma bicolor",45.967,-66.65
"Pterocomma","bicolor","Pterocomma bicolor",45.967,-66.65
"Pterocomma","bicolor","Pterocomma bicolor",45.967,-66.65
"Pterocomma","bicolor","Pterocomma bicolor",45.967,-66.65
"Pterocomma","bicolor","Pterocomma bicolor",45.883,-66.967
"Pterocomma","bicolor","Pterocomma bicolor",45.883,-66.967
"Pterocomma","bicolor","Pterocomma bicolor",45.9,-66.583
"Pterocomma","bicolor","Pterocomma bicolor",45.9,-66.583
"Pterocomma","bicolor","Pterocomma bicolor",45.747,-66.673
"Pterocomma","bicolor","Pterocomma bicolor",48.95,-55.917
"Pterocomma","bicolor","Pterocomma bicolor",48.933,-55.667
"Pterocomma","bicolor","Pterocomma bicolor",48.782,-55.53
"Pterocomma","bicolor","Pterocomma bicolor",49.08,-54.527
"Pterocomma","bicolor","Pterocomma bicolor",48.802,-56.692
"Pterocomma","bicolor","Pterocomma bicolor",49.196,-57.093
"Pterocomma","bicolor","Pterocomma bicolor",50.659,-57.223
"Pterocomma","bicolor","Pterocomma bicolor",49.386,-57.644
"Pterocomma","bicolor","Pterocomma bicolor",62.45,-114.35
"Pterocomma","bicolor","Pterocomma bicolor",62.45,-114.35
"Pterocomma","bicolor","Pterocomma bicolor",45.646,-61.973
"Pterocomma","bicolor","Pterocomma bicolor",45.646,-61.973
"Pterocomma","bicolor","Pterocomma bicolor",44.967,-64.369
"Pterocomma","bicolor","Pterocomma bicolor",45.511,-62.04
"Pterocomma","bicolor","Pterocomma bicolor",45.511,-62.04
"Pterocomma","bicolor","Pterocomma bicolor",44.75,-65.517
"Pterocomma","bicolor","Pterocomma bicolor",43.864,-66.076
"Pterocomma","bicolor","Pterocomma bicolor",46.625,-61
"Pterocomma","bicolor","Pterocomma bicolor",46.7,-60.367
"Pterocomma","bicolor","Pterocomma bicolor",45.517,-62.95
"Acyrthosiphon","bidenticola","Acyrthosiphon bidenticola",45.417,-63.25
"Acyrthosiphon","bidenticola","Acyrthosiphon bidenticola",43.767,-65.317
"Acyrthosiphon","bidenticola","Acyrthosiphon bidenticola",45.048,-64.409
"Macrosiphum","bisensoriatum","Macrosiphum bisensoriatum",44.7,-80
"Macrosiphum","bisensoriatum","Macrosiphum bisensoriatum",50.183,-93.214
"Pineus","boerneri","Pineus boerneri",50.183,-93.214
"Pineus","boerneri","Pineus boerneri",50.183,-93.214
"Pineus","boerneri","Pineus boerneri",50.183,-93.214
"Pineus","boerneri","Pineus boerneri",47.863,-83.906
"Pineus","boerneri","Pineus boerneri",49.417,-82.433
"Brachyunguis","bonnevillensis","Brachyunguis bonnevillensis",45.733,-81.933
"Brachyunguis","bonnevillensis","Brachyunguis bonnevillensis",45.025,-75.65
"Ovatomyzus","boraginacearum","Ovatomyzus boraginacearum",46.436,-80.278
"Ovatomyzus","boraginacearum","Ovatomyzus boraginacearum",48.15,-80.033
"Ovatomyzus","boraginacearum","Ovatomyzus boraginacearum",49.815,-93.207
"Ovatomyzus","boraginacearum","Ovatomyzus boraginacearum",45.217,-75.683
"Ovatomyzus","boraginacearum","Ovatomyzus boraginacearum",48.5,-80.667
"Acyrthosiphon","boreale","Acyrthosiphon boreale",46.634,-79.467
"Uroleucon","boreale","Uroleucon boreale",51.75,-88.167
"Uroleucon","boreale","Uroleucon boreale",45.417,-75.7
"Euceraphis","borealis","Euceraphis borealis",48.637,-91.33
"Euceraphis","borealis","Euceraphis borealis",46.514,-84.355
"Euceraphis","borealis","Euceraphis borealis",45.55,-82.017
"Euceraphis","borealis","Euceraphis borealis",46.812,-64.066
"Euceraphis","borealis","Euceraphis borealis",45.634,-76.45
"Euceraphis","borealis","Euceraphis borealis",45.579,-73.489
"Illinoia","borealis","Illinoia borealis",45.579,-73.489
"Illinoia","borealis","Illinoia borealis",45.579,-73.489
"Illinoia","borealis","Illinoia borealis",45.555,-73.555
"Illinoia","borealis","Illinoia borealis",45.555,-73.555
"Illinoia","borealis","Illinoia borealis",45.681,-73.494
"Illinoia","borealis","Illinoia borealis",45.5,-75.817
"Illinoia","borealis","Illinoia borealis",45.5,-75.817
"Illinoia","borealis","Illinoia borealis",45.55,-73.344
"Illinoia","borealis","Illinoia borealis",47.32,-76.883
"Illinoia","borealis","Illinoia borealis",46.793,-71.308
"Nasonovia","borealis","Nasonovia borealis",64.067,-139.433
"Nasonovia","borealis","Nasonovia borealis",61.217,-149.9
"Nasonovia","borealis","Nasonovia borealis",61.217,-149.9
"Nasonovia","borealis","Nasonovia borealis",60.481,-151.074
"Aphis","boydstoni","Aphis boydstoni",60.481,-151.074
"Aphis","boydstoni","Aphis boydstoni",44.883,-68.673
"Aphis","boydstoni","Aphis boydstoni",44.883,-68.673
"Aphis","boydstoni","Aphis boydstoni",44.883,-68.673
"Aphis","boydstoni","Aphis boydstoni",44.883,-68.673
"Aphis","boydstoni","Aphis boydstoni",44.886,-68.671
"Aphis","boydstoni","Aphis boydstoni",44.896,-68.666
"Aphis","boydstoni","Aphis boydstoni",46.318,-85.158
"Aphis","boydstoni","Aphis boydstoni",40.375,-111.294
"Aphis","boydstoni","Aphis boydstoni",46.157,-121.631
"Aphis","boydstoni","Aphis boydstoni",44.883,-68.673
"Acyrthosiphon","brachysiphon","Acyrthosiphon brachysiphon",40.826,-74.107
"Uroleucon","bradburyi","Uroleucon bradburyi",45.084,-64.359
"Uroleucon","bradburyi","Uroleucon bradburyi",43.193,-79.396
"Uroleucon","bradburyi","Uroleucon bradburyi",44.483,-77.683
"Uroleucon","bradburyi","Uroleucon bradburyi",45.417,-75.7
"Uroleucon","bradburyi","Uroleucon bradburyi",42.91,-79.295
"Cinara","braggii","Cinara braggii",45.433,-75.733
"Cinara","braggii","Cinara braggii",45.55,-73.344
"Cinara","braggii","Cinara braggii",41.989,-73.096
"Cinara","braggii","Cinara braggii",40.11,-88.207
"Cinara","braggii","Cinara braggii",40.11,-88.207
"Cinara","braggii","Cinara braggii",40.11,-88.207
"Cinara","braggii","Cinara braggii",44.883,-68.673
"Cinara","braggii","Cinara braggii",44.883,-68.673
"Cinara","braggii","Cinara braggii",44.883,-68.673
"Cinara","braggii","Cinara braggii",44.896,-68.666
"Cinara","braggii","Cinara braggii",46.681,-68.016
"Cinara","braggii","Cinara braggii",46.681,-68.016
"Cinara","braggii","Cinara braggii",40.309,-76.928
"Cinara","braggii","Cinara braggii",-25.4,-49.257
"Cinara","braggii","Cinara braggii",-28.26,-52.4
"Cinara","braggii","Cinara braggii",49.1,-120.8
"Cinara","braggii","Cinara braggii",49.572,-119.626
"Cinara","braggii","Cinara braggii",49.25,-123.12
"Cinara","braggii","Cinara braggii",49.25,-123.12
"Cinara","braggii","Cinara braggii",49.25,-123.12
"Cinara","braggii","Cinara braggii",49.25,-123.12
"Cinara","braggii","Cinara braggii",50.01,-96.88
"Cinara","braggii","Cinara braggii",46.35,-67.467
"Cinara","braggii","Cinara braggii",45.967,-66.65
"Cinara","braggii","Cinara braggii",45.967,-66.65
"Cinara","braggii","Cinara braggii",45.917,-66.6
"Cinara","braggii","Cinara braggii",45.867,-66.067
"Cinara","braggii","Cinara braggii",45.05,-64.733
"Cinara","braggii","Cinara braggii",45.05,-64.733
"Cinara","braggii","Cinara braggii",45.05,-64.733
"Cinara","braggii","Cinara braggii",45.05,-64.733
"Cinara","braggii","Cinara braggii",45.05,-64.733
"Cinara","braggii","Cinara braggii",45.05,-64.733
"Cinara","braggii","Cinara braggii",45.05,-64.733
"Cinara","braggii","Cinara braggii",45.05,-64.733
"Cinara","braggii","Cinara braggii",45.05,-64.733
"Cinara","braggii","Cinara braggii",45.05,-64.733
"Cinara","braggii","Cinara braggii",45.05,-64.733
"Cinara","braggii","Cinara braggii",45.05,-64.733
"Cinara","braggii","Cinara braggii",45.067,-64.633
"Cinara","braggii","Cinara braggii",45.067,-64.633
"Cinara","braggii","Cinara braggii",45.067,-64.633
"Cinara","braggii","Cinara braggii",45.067,-64.633
"Cinara","braggii","Cinara braggii",45.067,-64.633
"Cinara","braggii","Cinara braggii",45.067,-64.633
"Cinara","braggii","Cinara braggii",45.067,-64.633
"Cinara","braggii","Cinara braggii",45.067,-64.633
"Cinara","braggii","Cinara braggii",45.067,-64.633
"Drepanosiphum","braggii","Drepanosiphum braggii",45.617,-62.817
"Drepanosiphum","braggii","Drepanosiphum braggii",45.083,-64.5
"Drepanosiphum","braggii","Drepanosiphum braggii",45.083,-64.5
"Drepanosiphum","braggii","Drepanosiphum braggii",45.083,-64.5
"Drepanosiphum","braggii","Drepanosiphum braggii",45.083,-64.5
"Cerataphis","brasiliensis","Cerataphis brasiliensis",44.983,-64.983
"Brevicoryne","brassicae","Brevicoryne brassicae",45.1,-64.417
"Brevicoryne","brassicae","Brevicoryne brassicae",50.635,-93.23
"Brevicoryne","brassicae","Brevicoryne brassicae",50.635,-93.23
"Brevicoryne","brassicae","Brevicoryne brassicae",42.9,-80.183
"Brevicoryne","brassicae","Brevicoryne brassicae",45.717,-73.476
"Brevicoryne","brassicae","Brevicoryne brassicae",43.911,-69.961
"Brevicoryne","brassicae","Brevicoryne brassicae",43.857,-70.101
"Brevicoryne","brassicae","Brevicoryne brassicae",43.857,-70.101
"Brevicoryne","brassicae","Brevicoryne brassicae",43.857,-70.101
"Brevicoryne","brassicae","Brevicoryne brassicae",43.3,-70.733
"Brevicoryne","brassicae","Brevicoryne brassicae",43.3,-70.733
"Brevicoryne","brassicae","Brevicoryne brassicae",43.3,-70.733
"Brevicoryne","brassicae","Brevicoryne brassicae",43.828,-70.246
"Brevicoryne","brassicae","Brevicoryne brassicae",43.828,-70.246
"Brevicoryne","brassicae","Brevicoryne brassicae",43.825,-70.246
"Brevicoryne","brassicae","Brevicoryne brassicae",43.825,-70.246
"Brevicoryne","brassicae","Brevicoryne brassicae",44.897,-68.669
"Brevicoryne","brassicae","Brevicoryne brassicae",44.897,-68.669
"Brevicoryne","brassicae","Brevicoryne brassicae",44.897,-68.669
"Brevicoryne","brassicae","Brevicoryne brassicae",44.897,-68.669
"Brevicoryne","brassicae","Brevicoryne brassicae",44.896,-68.666
"Brevicoryne","brassicae","Brevicoryne brassicae",44.896,-68.666
"Brevicoryne","brassicae","Brevicoryne brassicae",43.899,-70.183
"Brevicoryne","brassicae","Brevicoryne brassicae",43.798,-70.203
"Brevicoryne","brassicae","Brevicoryne brassicae",39.015,-77.055
"Brevicoryne","brassicae","Brevicoryne brassicae",40.723,-73.913
"Brevicoryne","brassicae","Brevicoryne brassicae",41.139,-72.304
"Brevicoryne","brassicae","Brevicoryne brassicae",35.052,-83.204
"Brevicoryne","brassicae","Brevicoryne brassicae",38.875,-77.103
"Brevicoryne","brassicae","Brevicoryne brassicae",49.25,-123.12
"Brevicoryne","brassicae","Brevicoryne brassicae",45.555,-73.555
"Brevicoryne","brassicae","Brevicoryne brassicae",46.776,-71.281
"Brevicoryne","brassicae","Brevicoryne brassicae",42.52,-70.897
"Brevicoryne","brassicae","Brevicoryne brassicae",45.105,-75.798
"Brevicoryne","brassicae","Brevicoryne brassicae",45.033,-75.902
"Brevicoryne","brassicae","Brevicoryne brassicae",45.038,-75.913
"Brevicoryne","brassicae","Brevicoryne brassicae",45.036,-75.905
"Brevicoryne","brassicae","Brevicoryne brassicae",45.648,-72.957
"Brevicoryne","brassicae","Brevicoryne brassicae",49.01,-97.21
"Brevicoryne","brassicae","Brevicoryne brassicae",44.127,-81.268
"Brevicoryne","brassicae","Brevicoryne brassicae",44.347,-81.181
"Brevicoryne","brassicae","Brevicoryne brassicae",43.901,-81.234
"Brevicoryne","brassicae","Brevicoryne brassicae",42.836,-81.494
"Brevicoryne","brassicae","Brevicoryne brassicae",43.417,-80.201
"Brevicoryne","brassicae","Brevicoryne brassicae",42.149,-82.641
"Brevicoryne","brassicae","Brevicoryne brassicae",43.685,-79.878
"Brevicoryne","brassicae","Brevicoryne brassicae",43.734,-80.506
"Brevicoryne","brassicae","Brevicoryne brassicae",42.099,-82.986
"Brevicoryne","brassicae","Brevicoryne brassicae",43.444,-80.86
"Brevicoryne","brassicae","Brevicoryne brassicae",44.448,-81.241
"Brevicoryne","brassicae","Brevicoryne brassicae",43.579,-79.927
"Brevicoryne","brassicae","Brevicoryne brassicae",42.949,-79.625
"Brevicoryne","brassicae","Brevicoryne brassicae",42.844,-79.957
"Brevicoryne","brassicae","Brevicoryne brassicae",44.051,-79.849
"Brevicoryne","brassicae","Brevicoryne brassicae",43.871,-81.378
"Brevicoryne","brassicae","Brevicoryne brassicae",42.266,-82.736
"Brevicoryne","brassicae","Brevicoryne brassicae",42.883,-81.085
"Brevicoryne","brassicae","Brevicoryne brassicae",43.186,-80.976
"Brevicoryne","brassicae","Brevicoryne brassicae",42.711,-82.129
"Brevicoryne","brassicae","Brevicoryne brassicae",42.107,-82.622
"Brevicoryne","brassicae","Brevicoryne brassicae",43.515,-81.188
"Brevicoryne","brassicae","Brevicoryne brassicae",43.794,-80.664
"Brevicoryne","brassicae","Brevicoryne brassicae",43.173,-80.202
"Brevicoryne","brassicae","Brevicoryne brassicae",43.775,-81.313
"Brevicoryne","brassicae","Brevicoryne brassicae",43.079,-80.396
"Brevicoryne","brassicae","Brevicoryne brassicae",43.006,-80.669
"Brevicoryne","brassicae","Brevicoryne brassicae",43.008,-80.661
"Brevicoryne","brassicae","Brevicoryne brassicae",44.466,-81.299
"Brevicoryne","brassicae","Brevicoryne brassicae",43.042,-79.649
"Brevicoryne","brassicae","Brevicoryne brassicae",43.992,-80.306
"Brevicoryne","brassicae","Brevicoryne brassicae",43.97,-80.132
"Brevicoryne","brassicae","Brevicoryne brassicae",43.053,-80.524
"Brevicoryne","brassicae","Brevicoryne brassicae",44.025,-80.578
"Brevicoryne","brassicae","Brevicoryne brassicae",42.403,-82.183
"Brevicoryne","brassicae","Brevicoryne brassicae",42.431,-82.16
"Brevicoryne","brassicae","Brevicoryne brassicae",43.17,-81.497
"Brevicoryne","brassicae","Brevicoryne brassicae",43.972,-80.356
"Brevicoryne","brassicae","Brevicoryne brassicae",43.544,-80.546
"Brevicoryne","brassicae","Brevicoryne brassicae",43.901,-81.234
"Brevicoryne","brassicae","Brevicoryne brassicae",44.355,-80.075
"Brevicoryne","brassicae","Brevicoryne brassicae",44.008,-80.206
"Brevicoryne","brassicae","Brevicoryne brassicae",42.906,-80.849
"Brevicoryne","brassicae","Brevicoryne brassicae",43.579,-80.074
"Brevicoryne","brassicae","Brevicoryne brassicae",43.94,-80.59
"Brevicoryne","brassicae","Brevicoryne brassicae",44.408,-81.152
"Brevicoryne","brassicae","Brevicoryne brassicae",43.758,-80.689
"Brevicoryne","brassicae","Brevicoryne brassicae",44.082,-80.664
"Brevicoryne","brassicae","Brevicoryne brassicae",43.228,-80.589
"Brevicoryne","brassicae","Brevicoryne brassicae",42.971,-79.964
"Brevicoryne","brassicae","Brevicoryne brassicae",43.19,-79.01
"Brevicoryne","brassicae","Brevicoryne brassicae",45.246,-75.71
"Brevicoryne","brassicae","Brevicoryne brassicae",44.116,-80.463
"Brevicoryne","brassicae","Brevicoryne brassicae",46.28,-79.96
"Brevicoryne","brassicae","Brevicoryne brassicae",42.67,-81.49
"Brevicoryne","brassicae","Brevicoryne brassicae",42.648,-81.544
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.22,-79.196
"Brevicoryne","brassicae","Brevicoryne brassicae",43.08,-79.321
"Brevicoryne","brassicae","Brevicoryne brassicae",43.29,-81.265
"Brevicoryne","brassicae","Brevicoryne brassicae",44.584,-75.799
"Brevicoryne","brassicae","Brevicoryne brassicae",43.156,-80.86
"Brevicoryne","brassicae","Brevicoryne brassicae",44.012,-78.833
"Brevicoryne","brassicae","Brevicoryne brassicae",43.34,-81.504
"Brevicoryne","brassicae","Brevicoryne brassicae",43.073,-80.394
"Brevicoryne","brassicae","Brevicoryne brassicae",42.27,-82.907
"Brevicoryne","brassicae","Brevicoryne brassicae",42.634,-81.957
"Brevicoryne","brassicae","Brevicoryne brassicae",43.054,-81.872
"Brevicoryne","brassicae","Brevicoryne brassicae",43.102,-81.96
"Brevicoryne","brassicae","Brevicoryne brassicae",42.117,-82.891
"Brevicoryne","brassicae","Brevicoryne brassicae",43.134,-79.864
"Brevicoryne","brassicae","Brevicoryne brassicae",43.121,-79.893
"Brevicoryne","brassicae","Brevicoryne brassicae",43.668,-80.733
"Brevicoryne","brassicae","Brevicoryne brassicae",43.275,-80.341
"Brevicoryne","brassicae","Brevicoryne brassicae",43.256,-80.396
"Brevicoryne","brassicae","Brevicoryne brassicae",42.775,-81.627
"Brevicoryne","brassicae","Brevicoryne brassicae",43.896,-80.78
"Brevicoryne","brassicae","Brevicoryne brassicae",43.927,-80.544
"Brevicoryne","brassicae","Brevicoryne brassicae",42.432,-82.368
"Brevicoryne","brassicae","Brevicoryne brassicae",42.472,-82.357
"Brevicoryne","brassicae","Brevicoryne brassicae",43.29,-81.265
"Brevicoryne","brassicae","Brevicoryne brassicae",42.791,-80.394
"Brevicoryne","brassicae","Brevicoryne brassicae",43.523,-80.334
"Brevicoryne","brassicae","Brevicoryne brassicae",43.516,-80.049
"Brevicoryne","brassicae","Brevicoryne brassicae",43.055,-80.523
"Brevicoryne","brassicae","Brevicoryne brassicae",42.033,-82.917
"Brevicoryne","brassicae","Brevicoryne brassicae",42.05,-82.6
"Brevicoryne","brassicae","Brevicoryne brassicae",42.03,-82.903
"Brevicoryne","brassicae","Brevicoryne brassicae",42.05,-82.6
"Brevicoryne","brassicae","Brevicoryne brassicae",42.117,-82.891
"Brevicoryne","brassicae","Brevicoryne brassicae",42.026,-82.881
"Brevicoryne","brassicae","Brevicoryne brassicae",43.053,-80.524
"Brevicoryne","brassicae","Brevicoryne brassicae",42.275,-82.542
"Brevicoryne","brassicae","Brevicoryne brassicae",43.436,-81.521
"Brevicoryne","brassicae","Brevicoryne brassicae",43.467,-81.608
"Brevicoryne","brassicae","Brevicoryne brassicae",43.029,-81.554
"Brevicoryne","brassicae","Brevicoryne brassicae",43.244,-80.787
"Brevicoryne","brassicae","Brevicoryne brassicae",42.893,-81.162
"Brevicoryne","brassicae","Brevicoryne brassicae",42.9,-81.13
"Brevicoryne","brassicae","Brevicoryne brassicae",44.311,-79.623
"Brevicoryne","brassicae","Brevicoryne brassicae",43.028,-81.438
"Brevicoryne","brassicae","Brevicoryne brassicae",43.21,-79.107
"Brevicoryne","brassicae","Brevicoryne brassicae",43.909,-80.613
"Brevicoryne","brassicae","Brevicoryne brassicae",46.173,-77.788
"Brevicoryne","brassicae","Brevicoryne brassicae",43.84,-79.85
"Brevicoryne","brassicae","Brevicoryne brassicae",44.857,-75.965
"Brevicoryne","brassicae","Brevicoryne brassicae",43.824,-79.66
"Brevicoryne","brassicae","Brevicoryne brassicae",43.174,-81.019
"Brevicoryne","brassicae","Brevicoryne brassicae",43.936,-81.612
"Brevicoryne","brassicae","Brevicoryne brassicae",43.973,-81.449
"Brevicoryne","brassicae","Brevicoryne brassicae",42.05,-82.6
"Brevicoryne","brassicae","Brevicoryne brassicae",42.05,-82.6
"Brevicoryne","brassicae","Brevicoryne brassicae",43.572,-80.736
"Brevicoryne","brassicae","Brevicoryne brassicae",43.745,-80.417
"Brevicoryne","brassicae","Brevicoryne brassicae",43.447,-79.877
"Brevicoryne","brassicae","Brevicoryne brassicae",42.911,-82.347
"Brevicoryne","brassicae","Brevicoryne brassicae",42.836,-80.961
"Brevicoryne","brassicae","Brevicoryne brassicae",42.246,-82.871
"Brevicoryne","brassicae","Brevicoryne brassicae",45.246,-75.71
"Brevicoryne","brassicae","Brevicoryne brassicae",44.147,-80.033
"Brevicoryne","brassicae","Brevicoryne brassicae",43.83,-80.272
"Brevicoryne","brassicae","Brevicoryne brassicae",45.193,-75.36
"Brevicoryne","brassicae","Brevicoryne brassicae",43.542,-80.383
"Brevicoryne","brassicae","Brevicoryne brassicae",43.892,-80.009
"Brevicoryne","brassicae","Brevicoryne brassicae",42.218,-82.208
"Brevicoryne","brassicae","Brevicoryne brassicae",43.3,-81.307
"Brevicoryne","brassicae","Brevicoryne brassicae",43.127,-80.05
"Brevicoryne","brassicae","Brevicoryne brassicae",44.058,-81.186
"Brevicoryne","brassicae","Brevicoryne brassicae",42.472,-82.4
"Brevicoryne","brassicae","Brevicoryne brassicae",43.595,-80.924
"Brevicoryne","brassicae","Brevicoryne brassicae",43.585,-81.119
"Brevicoryne","brassicae","Brevicoryne brassicae",44.009,-80.4
"Brevicoryne","brassicae","Brevicoryne brassicae",42.407,-81.852
"Brevicoryne","brassicae","Brevicoryne brassicae",43.511,-80.988
"Brevicoryne","brassicae","Brevicoryne brassicae",43.975,-80.035
"Pleotrichophorus","brevinectarius","Pleotrichophorus brevinectarius",43.362,-79.881
"Pleotrichophorus","brevinectarius","Pleotrichophorus brevinectarius",43.185,-79.39
"Betulaphis","brevipilosa","Betulaphis brevipilosa",43.185,-79.39
"Betulaphis","brevipilosa","Betulaphis brevipilosa",43.185,-79.39
"Betulaphis","brevipilosa","Betulaphis brevipilosa",43.185,-79.39
"Betulaphis","brevipilosa","Betulaphis brevipilosa",43.185,-79.39
"Betulaphis","brevipilosa","Betulaphis brevipilosa",43.185,-79.39
"Betulaphis","brevipilosa","Betulaphis brevipilosa",43.185,-79.39
"Betulaphis","brevipilosa","Betulaphis brevipilosa",43.185,-79.39
"Eulachnus","brevipilosa","Eulachnus brevipilosa",43.185,-79.39
"Uroleucon","breviscriptum","Uroleucon breviscriptum",43.185,-79.39
"Uroleucon","breviscriptum","Uroleucon breviscriptum",43.185,-79.39
"Uroleucon","breviscriptum","Uroleucon breviscriptum",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
"Cinara","brevispinosa","Cinara brevispinosa",43.185,-79.39
