"Internal_node_number","Environmental_PC1","Environmental_PC2","Environmental_PC3","Environmental_PC4","Environmental_PC5","Speciation_rates","Host_use_evolution_PC_1","Host_use_evolution_PC_2","Host_use_breadth_evolution"
498,4.549605025,-2.802404633,-3.424868583,2.742680828,2.301364149,9.962510004,-0.564154993,3.437500908,5.192586677
499,-462.956018,2.94456054,2.194105779,-0.275367372,2.004164462,2.039038865,6.577220946,2.269840444,8.545753923
500,-4.24251563,2.825383965,-4.012523247,4.971536888,-1.419652948,8.401933146,-0.080762097,-7.010963986,11.81687563
501,-5.442496708,-5.340733389,7.816362279,10.07719377,5.732150939,5.219039638,11.73213233,-1.321860483,10.64498806
502,-566.1075302,4.216527901,-2.041009307,0.841613156,-0.492397953,-0.049156861,2.769667933,3.053344447,0.705878487
503,-66.29515078,4.494169123,5.079906705,2.503659875,-0.581904222,-0.048416725,3.25009118,2.243423937,0.610318253
504,-2.234201065,2.621839776,-3.160586507,-1.576486491,-0.802689221,-3.130048866,-2.30440161,-4.511829801,-2.180153859
505,28.4025249,0.41699297,0.202652226,1.512993041,-0.770539938,0.165652298,1.355540719,-1.120816736,-0.073051492
506,-519.6354214,1.41445186,-0.427870365,-0.040969632,0.308107525,-0.19481533,-1.77847438,0.289465892,-0.635044456
507,6.43777838,-5.141752528,-6.476751802,-2.88292929,0.9579956,-5.489166339,-6.517985987,-2.27422318,-4.284496563
508,-4.86E-14,-4.240616294,0.968292485,-4.18498678,-4.43170649,-4.991615879,-5.229689984,-9.571397161,-4.915586279
509,-8.570472283,-3.333055058,6.64927351,-4.33725218,13.27650239,0.853922184,-1.857866903,-7.175859173,-1.657982388
510,13.04041043,1.886074723,-3.478000854,-3.175282269,0.807495456,-0.629057812,-1.71907218,0.815569225,0.196175122
511,-2.852236811,8.576192242,-1.504743975,-0.532338844,-5.012283573,3.321429636,-0.240382328,10.32914342,3.674238407
512,-2.714448902,-0.874189426,5.033995471,3.244909203,-0.545597812,0.457133608,0.604895337,-0.489873104,-0.221156926
513,169.1867459,-1.64084899,-1.212859749,-1.193997742,-1.308273524,-1.711702345,-0.164754573,-0.930222934,-1.471591928
514,-83.49334439,-1.286011898,-5.730616397,-1.078605907,-1.487060833,-2.479635542,-1.228603526,-0.161791193,1.058344698
515,0.613508286,4.09631449,2.6144865,4.325348507,-0.49185639,3.331651449,3.776915504,3.066716989,2.457183063
516,8.259141106,-2.782902717,-2.21287189,-2.338521447,-1.841488493,-5.358041612,-2.588987762,-1.997752072,-9.596104629
517,2.208798383,-4.233734897,-2.201557297,-4.420649247,-4.838770655,-1.792851303,-1.725858185,-0.999806335,0.589964971
518,-182.6806703,-2.559870259,-3.259375615,-1.470131546,-4.510345852,-0.144683858,-1.872915399,-4.957724635,-0.869610287
519,-201.1789753,0.437315127,-1.86942269,1.893284647,-1.316424699,-4.237303233,-0.412649899,-0.438757795,0.368566828
520,-530.3900356,-1.994308543,-0.782746994,-2.422124876,-0.78359086,-1.064858422,0.781300041,-0.576451904,-1.511898793
521,-721.7766767,1.892383892,3.618487174,4.625385568,5.063761456,1.59677744,-0.485878294,-1.164081011,0.681181996
522,9.615262605,2.944458063,4.669578852,0.128091229,-0.838478932,0.246056554,3.819669138,1.115173097,-0.004832933
523,23.10238542,2.454596464,1.023149928,0.828570023,1.731234335,1.389817643,1.701202149,2.577799335,3.502001241
524,6.396702095,3.204922623,-0.949993146,-1.391192269,2.01798352,3.256704711,4.110904403,3.774373105,3.034590007
525,53.73006675,-0.310243631,-3.769499974,0.300269287,-0.600347657,-1.104431794,-3.071956073,-0.555346109,1.801486568
526,-32.08851351,-4.082147835,-1.900426302,-4.320285155,2.023674446,-2.586730568,-5.328241998,-2.740725771,-0.200510999
527,-69.18614558,-1.231771945,2.288257718,4.026367218,-2.786518623,1.633903772,0.140109317,-1.655937794,-1.216272037
528,86.21105554,-4.511036257,-1.141091448,-6.691060634,-1.023362947,-6.533156094,-1.45460602,-3.859432613,-15.44792886
529,-2.077513838,-0.592004705,0.918161803,2.529491596,-2.039194032,-0.064292719,0.464571187,2.750682932,0.180895701
530,30.87463374,7.638467382,-4.531052185,-1.930628318,3.988646192,-0.455966585,1.687595177,2.443305625,4.920155803
531,-73.26115487,-0.974371736,-8.778352844,0.593595596,0.559771579,-2.953601395,-5.058096504,-2.21443471,2.056018085
532,-70.58848693,-3.535089327,3.006986494,1.240776086,-3.507346861,0.564683334,-2.661564868,-5.812360342,-4.358015622
533,-70.53058955,-6.052323613,7.33516078,8.730474261,-2.071697678,-1.035724379,-0.339164568,-0.378391035,-1.680245916
534,-56.39022617,2.822620153,-1.629010403,-9.045278415,0.876099541,8.956478175,6.32674102,3.333122405,8.504098725
535,-31.66157077,7.4611244,-0.167591158,9.098345613,5.859379732,2.755670895,5.135828832,4.590245505,-0.781532057
536,51.63657225,-16.59962779,-5.421636567,0.893042544,-3.938867935,-2.146848842,-11.04933229,-3.191610636,-8.985331359
537,-102.9659202,2.214191548,4.024417484,-4.280728054,8.651109272,2.59015392,-1.7819101,-4.071942325,-7.53868862
538,-55.57437707,6.05023011,0.505561214,-17.39514852,8.939883519,-4.802949013,3.129586079,10.21551716,-9.10794185
539,16.52940677,5.377125628,4.291949918,-1.067957922,1.162198337,4.825980245,7.599048639,2.349136319,-0.615381839
540,-17.85070079,-3.628902585,-1.044184746,-3.648540722,-2.40791071,-6.131767913,-1.228937218,-5.487056538,-3.637070046
541,-42.88068739,0.208435248,0.130041402,2.318405356,3.086096345,0.602543933,6.200867045,4.418128896,1.379201028
542,-9.393431228,0.968138385,-6.181661206,-3.552513122,-11.0321587,-3.5051268,0.605654951,-0.620461471,-0.674654666
543,55.9486824,9.684697336,8.100556214,2.308048355,6.244418775,12.77239885,7.737301906,13.14352842,1.733074076
544,-18.26235534,11.34220393,15.4304633,18.88675271,-1.642318213,17.10803158,9.042654756,12.9796427,15.2953946
545,-140.3720752,-3.536106097,-5.258545919,-10.40614825,-6.885880908,-5.191825004,-14.29711662,5.277325494,-6.255013251
546,71.97753248,-1.336584002,1.722608526,0.657103103,-6.30386365,-0.531506036,-2.801824107,-2.816624507,1.113065293
547,-77.41561115,-3.323432275,2.327344739,-7.559512356,13.2152683,-6.318037903,2.028544497,7.130340978,-2.473232392
548,-12.32156084,2.704463358,1.674497768,0.058083615,3.781158663,4.071788046,0.282332828,0.839293368,-3.194272161
549,-53.38019142,-9.011246414,-5.43433579,-7.383838272,4.898414029,-3.220548956,-5.088846939,-9.624138607,-4.557391831
550,50.69682022,-6.244074439,0.299721704,-2.976006286,-0.767622985,-1.228566388,-4.072457223,-2.606677995,-1.934832315
551,-0.481822482,-0.96334267,-4.912053336,-0.658735045,-3.988238952,1.646603499,-3.368643102,-2.539885104,-3.54455765
552,-88.3854313,-0.286700024,3.146621254,-2.558925013,-4.837970819,-0.210113134,2.507491055,-2.350327501,-2.901654537
553,-46.76797059,0.906991606,-2.825372115,-1.426142482,-1.569725699,-3.465011633,-2.047707446,-0.964013566,1.261758743
554,58.59975149,4.502596855,-2.271705593,-0.928030434,3.465289976,2.593943081,-2.317341229,1.366604327,1.119346069
555,91.45325917,-2.186570649,-1.821275335,-3.407114947,-0.815646954,-1.921243596,-2.767253214,-1.031887618,-3.205492119
556,3.044194155,-1.000792921,-5.881849622,-8.613884732,-10.83571995,-7.556672161,5.06316201,6.012244278,1.17022505
557,-5.391207705,3.230817119,-5.5064502,3.215193445,3.026001313,1.358353982,-1.190796763,1.433486372,-0.404612351
558,-2.551336491,-2.145117718,-2.029394378,-2.185486583,1.084675916,-1.591980798,-6.29769287,1.472113832,-2.83819269
559,-25.89396153,-1.72614625,4.349241838,2.40496231,2.045355963,4.808812897,1.267639883,1.164230446,1.302837979
560,-39.3542694,-0.14759825,-3.8115825,-3.356871376,-2.229960337,0.648267919,2.480442814,3.313286038,1.949541127
561,-12.76310309,2.678306366,-6.000324591,-5.055363388,1.696054671,1.07684433,-6.458050241,0.053457463,1.936410407
562,-37.18421184,1.778392775,-2.091349766,0.09233211,-0.346402217,-2.522267212,2.939939419,1.13562357,1.118548555
563,7.737114509,-2.03091984,-5.288167288,-5.250230668,-3.474190561,-3.404248283,-3.069754878,-2.956210605,-1.398630135
564,114.5506307,-1.593094099,-0.252747788,-1.988897766,1.835644427,-2.537633005,-1.448023343,-2.666108679,-4.295611599
565,319.8164193,-0.445088349,-3.051055725,-0.158170008,-3.615283198,-4.949134,2.317462533,2.879959101,1.396553645
566,-2.553179281,0.235408504,3.684465275,-1.596027419,-4.809897196,-0.016360995,-1.790574187,-1.273141501,-2.151246567
567,14.94325697,-8.182331993,-4.894691579,-1.997665827,-7.649785533,-4.468270548,-5.25856977,-10.49270024,-3.006407048
568,-2.189478635,3.761087873,1.329750624,-2.030681943,1.739574222,-1.642896159,4.807433457,2.140483418,-0.027494379
569,-14.1687528,5.872717255,4.844062611,8.321076784,-3.850958354,1.53536376,4.021392486,-0.279257031,6.817380693
570,-39.94617357,-2.674927571,-17.85876114,-15.31968067,-28.47220798,-10.23674203,-21.64081312,-12.40118861,-8.994487709
571,-12.47538316,3.593490903,2.979008712,-0.824685608,-0.850177689,1.145533646,-1.647931585,-1.573730125,-0.077991301
572,5.646107266,2.183994934,-1.024232681,4.592877242,3.9819543,3.322172548,-0.428930626,5.58707894,1.360490145
573,2.40734921,-4.83963925,0.126997334,0.656095468,-6.596416618,-1.946383343,-0.909751436,-0.826695301,-0.993165266
574,-2.850067653,3.096719545,0.680692591,-0.590964997,-2.222701081,-1.097994029,-3.011154791,-2.255358269,-2.08650683
575,216.9847538,-1.105751036,-0.233079361,-0.990559432,-0.463150522,0.54306687,0.72016951,0.084735886,0.107663184
576,59.46520715,0.039263254,-2.021145139,-0.078406889,-1.993670274,-2.254344369,-0.84192616,-3.388377737,-0.878240779
577,541.4891225,0.736483475,2.582320322,1.89160611,0.863893117,1.44107478,0.82798531,0.4996863,0.889979756
578,-5.695626648,-3.788655388,0.019833945,-0.631778163,-1.83610782,-2.07499166,-0.7345056,0.858446325,2.194819662
579,6.468086864,-5.913513007,-1.010044551,-5.81899332,-0.67945156,-4.786888118,-5.652324093,-6.333852858,-4.827324802
580,-6.125198058,-9.3093484,-0.162284578,-5.94166478,-2.03160936,3.267110947,-4.84440568,9.277614011,9.103297459
581,14.38492186,-4.448174192,-3.217240958,2.439130219,-6.029756208,-4.584124574,-11.38429537,-7.933763494,-8.33757077
582,-5.940321387,-8.273915969,-17.58801151,-7.740877635,-10.05130411,-9.465179409,-18.444054,-18.04706488,-8.142125626
583,-6.197074463,0.235213505,0.92936633,3.280867886,-2.129214323,-1.862309308,0.584008186,1.770933292,-0.338526879
584,5.698354497,-1.620465215,0.902245541,-1.171325284,3.192563433,1.602608943,-0.853703321,-1.425317071,-1.050764439
585,-18.55159771,-2.251845433,-18.71435499,-6.901572187,-1.007091615,-17.10522003,0.647068481,-3.776629239,-11.02883588
586,-8.429233837,4.271182767,7.153850105,5.502645494,19.39477251,8.805013709,-1.553866196,-1.67520387,5.78506263
587,-96.47940088,-5.112991951,0.009801064,-1.85633428,4.437237445,-5.03548543,-1.477913765,-4.548988199,-1.234398077
588,5.192965134,-2.126138719,-2.713777497,-10.32574303,-6.740754319,-7.15945346,-2.282635703,-3.623056,-4.034881259
589,4.335535087,1.360084455,-4.395891685,3.616820279,-2.611216956,-2.29784611,-4.506681685,-2.648805599,-2.759392075
590,-3.531906655,-0.913127188,-2.441074347,-5.736568205,-6.082658933,-3.30133575,-3.924623278,1.269925546,-2.72564221
591,6.297175626,0.235526056,-0.59334458,0.008671153,0.425847579,0.068084653,0.745661693,0.577506307,0.013128585
592,205.974152,0.76237156,1.062983761,1.150550393,0.620985373,0.295254723,0.731125887,0.967149119,0.530201426
593,-143.5726309,0.045823637,0.00172532,0.621902388,1.127344017,1.184876974,-0.606529825,-2.362923749,0.440477834
594,-62.62378293,2.107238372,1.072947151,0.827331004,-0.532165443,1.464244312,1.648553391,0.257384661,1.303628324
595,67.27352888,1.90889826,1.443989509,0.725986397,3.042230542,0.953416506,1.55503945,1.413491753,-0.141421193
